Id,SalePrice
1461,129647.6
1462,159852.3
1463,188502.1
1464,195605.97
1465,183224.88
1466,175104.34
1467,175014.69
1468,164986.38
1469,186888.22
1470,122414.19
1471,200980.67
1472,96522.33
1473,97584.89
1474,154232.98
1475,120758.266
1476,361196.84
1477,241692.53
1478,278115.47
1479,305146.5
1480,510424.34
1481,308847.72
1482,204865.73
1483,171247.16
1484,170417.08
1485,172809.66
1486,190623.17
1487,338802.06
1488,231421.03
1489,198947.42
1490,238196.75
1491,196477.2
1492,94527.57
1493,175380.42
1494,293857.5
1495,279526.1
1496,241621.78
1497,183343.73
1498,162394.25
1499,160471.52
1500,150214.97
1501,173483.03
1502,149514.22
1503,301660.16
1504,237969.47
1505,222418.12
1506,186293.88
1507,250995.95
1508,202900.16
1509,163487.12
1510,142316.83
1511,145628.17
1512,167491.55
1513,129327.27
1514,152428.25
1515,205511.48
1516,156080.97
1517,161362.98
1518,135494.19
1519,220315.23
1520,135238.06
1521,135436.05
1522,176868.94
1523,115190.28
1524,127630.04
1525,122295.164
1526,115836.27
1527,113037.61
1528,130300.22
1529,149523.06
1530,167664.31
1531,107324.03
1532,97686.1
1533,143322.69
1534,123292.67
1535,154343.2
1536,105693.875
1537,67947.92
1538,149747.11
1539,195577.81
1540,91925.56
1541,142720.1
1542,135343.98
1543,207321.56
1544,74679.91
1545,107964.625
1546,127628.336
1547,130915.53
1548,131837.42
1549,119461.95
1550,135854.53
1551,113258.17
1552,144510.03
1553,152687.81
1554,110137.63
1555,157941.89
1556,82417.94
1557,108337.89
1558,93097.28
1559,76094.336
1560,138481.34
1561,129732.82
1562,128852.31
1563,120219.34
1564,166385.88
1565,146351.31
1566,243587.22
1567,72327.01
1568,217736.23
1569,147181.75
1570,133806.86
1571,131384.56
1572,148100.06
1573,240632.95
1574,104020.2
1575,238968.77
1576,230236.48
1577,191843.81
1578,143123.55
1579,149168.7
1580,199375.34
1581,150842.75
1582,126997.46
1583,321326.72
1584,230357.72
1585,140310.16
1586,71889.09
1587,99079.21
1588,146221.98
1589,92910.13
1590,130001.33
1591,96505.02
1592,115747.375
1593,125228.89
1594,139040.72
1595,102366.4
1596,235720.47
1597,181322.31
1598,195566.8
1599,177241.27
1600,173334.69
1601,67829.57
1602,115451.92
1603,75310.01
1604,266709.6
1605,243855.69
1606,163538.89
1607,167828.45
1608,217065.52
1609,190128.08
1610,146999.25
1611,136305.0
1612,174476.56
1613,166746.3
1614,129854.125
1615,83846.73
1616,73230.414
1617,92349.88
1618,123768.74
1619,140169.73
1620,158807.34
1621,135993.5
1622,143563.45
1623,272340.34
1624,218370.48
1625,123333.125
1626,161371.3
1627,190883.5
1628,267203.75
1629,178485.8
1630,363209.97
1631,205549.31
1632,228827.88
1633,162877.86
1634,192288.0
1635,176035.45
1636,152394.25
1637,193968.47
1638,183354.58
1639,175753.31
1640,252562.7
1641,176635.31
1642,232780.78
1643,224005.92
1644,230748.88
1645,191727.31
1646,159775.17
1647,159274.66
1648,132886.02
1649,135932.42
1650,109150.54
1651,121846.96
1652,96677.01
1653,98180.36
1654,151472.7
1655,147124.34
1656,145649.28
1657,150304.53
1658,149115.66
1659,125346.34
1660,154207.1
1661,456145.84
1662,384317.97
1663,394509.4
1664,390434.16
1665,304004.66
1666,322314.06
1667,381617.5
1668,321498.06
1669,296762.22
1670,364739.0
1671,255608.83
1672,460641.97
1673,295680.53
1674,239969.28
1675,188383.83
1676,185960.17
1677,227128.11
1678,425904.7
1679,428928.78
1680,327081.44
1681,245310.25
1682,305764.06
1683,174004.48
1684,176546.22
1685,171153.92
1686,170019.69
1687,163361.34
1688,189542.94
1689,201217.72
1690,198664.17
1691,181862.64
1692,272199.1
1693,160242.58
1694,178300.86
1695,163025.33
1696,283405.06
1697,166878.5
1698,378930.2
1699,315974.44
1700,242286.56
1701,253112.95
1702,235856.52
1703,244749.42
1704,284053.38
1705,237884.61
1706,401711.12
1707,219534.39
1708,198567.75
1709,256517.5
1710,220347.81
1711,258295.77
1712,251580.94
1713,292055.2
1714,224223.52
1715,205161.55
1716,185892.78
1717,175244.17
1718,136370.78
1719,202349.62
1720,233982.22
1721,173406.61
1722,132763.14
1723,156562.94
1724,217966.64
1725,234439.0
1726,186582.45
1727,158806.89
1728,186154.28
1729,163486.34
1730,163371.78
1731,118356.3
1732,127114.875
1733,121025.516
1734,118936.875
1735,132496.27
1736,115057.984
1737,323108.38
1738,217924.64
1739,269232.44
1740,217325.67
1741,197601.67
1742,170121.55
1743,177834.2
1744,295428.0
1745,212647.53
1746,166482.53
1747,219295.84
1748,215151.9
1749,147667.64
1750,123733.336
1751,235689.22
1752,119792.57
1753,150958.45
1754,195325.05
1755,165217.98
1756,122021.625
1757,122077.73
1758,165366.31
1759,161825.16
1760,167619.86
1761,139391.48
1762,174370.11
1763,173981.75
1764,115609.15
1765,162850.67
1766,177855.06
1767,222543.94
1768,150360.88
