Id,SalePrice
1461,124305.92439655736
1462,158732.34966195535
1463,180378.6579994357
1464,193973.06636176386
1465,201221.4965179627
1466,174125.44401981708
1467,175479.47718426076
1468,165877.16767710706
1469,174143.64921214068
1470,126902.88923476315
1471,196432.2821446568
1472,95143.10064994953
1473,95083.86611661536
1474,148217.82776611942
1475,124017.63897875264
1476,374583.84809762286
1477,251857.72637503574
1478,286320.18272436253
1479,279138.5066820185
1480,508608.7401701707
1481,325488.0239988579
1482,198559.76497649017
1483,168033.8462099725
1484,170490.6782585994
1485,180533.52090628026
1486,193585.5761679999
1487,335376.6342158584
1488,232573.51566670567
1489,211630.8387975288
1490,235340.78940663024
1491,192684.50521863537
1492,92833.44142800418
1493,181375.54436575423
1494,302839.27170982136
1495,282751.73043766053
1496,236341.1569248093
1497,185493.13396929865
1498,165158.09496871082
1499,164659.99708156282
1500,156195.27193839903
1501,182888.46376074688
1502,152787.58402655795
1503,289912.356922298
1504,235720.91649107554
1505,232107.73878732166
1506,178530.77203916034
1507,245545.05692556297
1508,201300.126685927
1509,157338.62210969604
1510,148176.18470631822
1511,148423.37722502285
1512,179149.71634248036
1513,137481.75613062992
1514,157014.04975054695
1515,197918.06098224214
1516,146495.35323320157
1517,160579.58710988497
1518,132690.84213192947
1519,221656.11727999235
1520,135282.73628472813
1521,134598.751346684
1522,172868.13131740384
1523,111665.26433649121
1524,125033.86748937648
1525,123532.0245533736
1526,113937.27607290202
1527,104523.51458082764
1528,131965.64873905265
1529,151743.33956795788
1530,173389.8361413366
1531,114190.4744848978
1532,95986.9870615222
1533,138849.47799778628
1534,124309.7586793895
1535,155195.56169924064
1536,108214.36603704495
1537,63918.6512872249
1538,152066.40152878963
1539,205722.49428901906
1540,90285.7302369869
1541,143099.91764227502
1542,126689.27445879356
1543,202484.0456217726
1544,76582.69391999258
1545,100067.81665522985
1546,138927.73671473766
1547,142133.97000106407
1548,139101.14325388358
1549,117037.9805849537
1550,140934.13399661885
1551,112552.87019813491
1552,144238.68432442946
1553,156553.1990364137
1554,111722.9216457718
1555,161684.25643914466
1556,79974.45229523459
1557,95052.69029985352
1558,91715.255874527
1559,91947.18016800583
1560,140228.9499723473
1561,132270.5835432896
1562,134522.4977200458
1563,120820.30495953024
1564,168666.55145695416
1565,148841.38057133995
1566,229368.4261656929
1567,72793.44300861651
1568,239484.06644413475
1569,143897.60966034542
1570,138655.96711885193
1571,130163.02944013788
1572,148914.60409773132
1573,255511.14342233012
1574,114820.49430913196
1575,204611.61319187077
1576,236194.05427331929
1577,200845.0356520073
1578,145903.45189949303
1579,148980.96253334658
1580,189692.25044601187
1581,151069.05313594302
1582,128888.58756488324
1583,336701.61563884333
1584,223030.6007138525
1585,144276.5860006961
1586,67516.21034139901
1587,97261.40794514131
1588,150419.00493096988
1589,90554.3379228126
1590,132075.0083736293
1591,96763.91347370214
1592,108586.87955947795
1593,127877.81585709179
1594,138576.9115361639
1595,105627.34175497711
1596,232093.6473223487
1597,188079.99832719963
1598,206733.43129271507
1599,166236.6445084531
1600,174800.72352258413
1601,62728.75301859624
1602,112449.3595677936
1603,89906.80624273431
1604,262365.9327254304
1605,236759.04428954504
1606,168973.9787498521
1607,162616.10587992516
1608,214360.1302549488
1609,196097.45832952214
1610,148314.71838082903
1611,133594.80185941863
1612,167483.5138054924
1613,161876.26770280703
1614,125715.81989575991
1615,88657.24981075856
1616,72895.66788419953
1617,92294.7238480846
1618,126190.41193083675
1619,142904.2369343388
1620,157220.386053715
1621,139087.87033794602
1622,138552.00462478714
1623,279823.18247638555
1624,199439.0105598153
1625,121996.037608836
1626,155838.1541349396
1627,186818.20633560102
1628,268999.4598231041
1629,179559.52942984665
1630,356878.030993489
1631,213582.07045431732
1632,236368.1743327178
1633,172601.59675842666
1634,186938.40052261623
1635,179379.58072489293
1636,157244.46624005953
1637,195821.350640026
1638,187612.49475326596
1639,177249.48638170477
1640,253978.05992662086
1641,174153.7850882965
1642,230545.62334383422
1643,222483.9505864651
1644,233593.59570800618
1645,200321.1102488975
1646,156532.73735844475
1647,156461.19248094084
1648,136689.8753434132
1649,139376.78114584574
1650,114075.8798907575
1651,123700.77597205235
1652,97545.07814456306
1653,95503.19213284057
1654,147445.34533445537
1655,147419.10465807744
1656,143766.3516008803
1657,149414.57389397052
1658,147322.44511987342
1659,129394.5654800103
1660,155809.66196786708
1661,452173.1800020638
1662,394290.8343891016
1663,396791.28913587565
1664,426372.4646495458
1665,304509.0789573644
1666,330087.9689673374
1667,343933.6843462454
1668,333524.1223628476
1669,299164.9581656042
1670,370418.0438956689
1671,258986.7366851205
1672,451884.33003127004
1673,310326.2736551316
1674,237420.16677742847
1675,186291.4414189197
1676,183623.05170900474
1677,212525.92024764296
1678,403397.7264443529
1679,364917.34177867667
1680,337064.1811348061
1681,248382.6637429256
1682,293822.25621629565
1683,175560.56011866446
1684,174316.8978232871
1685,177958.20708097436
1686,172425.43121225442
1687,165664.19093992258
1688,194714.4623441895
1689,197279.61209419175
1690,189767.64985715155
1691,182087.66853311102
1692,257803.00595119162
1693,163550.60729543678
1694,180958.9885751878
1695,166188.41188258448
1696,270385.97622826335
1697,169367.60284018578
1698,380531.43763593404
1699,337974.3394412686
1700,250377.27211721241
1701,260337.09562072527
1702,252841.25840097293
1703,256542.24625428815
1704,282640.0571106703
1705,219532.63456759186
1706,396782.1379288808
1707,213695.25806494936
1708,209625.66177059192
1709,265055.3394668765
1710,221835.31776610616
1711,263130.744980396
1712,275613.01811016654
1713,290636.3666202689
1714,221761.58728279546
1715,205590.65190959084
1716,182678.00595502957
1717,172299.09288583585
1718,131748.16372508093
1719,196814.23020132046
1720,249356.13821594103
1721,170845.31443855708
1722,126468.20042256563
1723,156576.19898719442
1724,214394.45488268053
1725,235916.7590293897
1726,189089.90122965243
1727,159894.48497095983
1728,181916.72555941413
1729,169701.27901285997
1730,162992.1647638913
1731,121184.92388698974
1732,121295.45826716909
1733,124370.69165839847
1734,119894.96361039816
1735,127707.86161596303
1736,116111.1358307897
1737,316945.0502063451
1738,229945.7743679919
1739,272240.5045085672
1740,228088.6277998465
1741,194063.87271279417
1742,177621.55495019312
1743,172209.259742771
1744,313134.97546876426
1745,220091.85914503463
1746,177466.01596898693
1747,221475.4619307178
1748,231986.19779954315
1749,151913.20261398592
1750,123087.78570905219
1751,230733.42946537037
1752,125161.51389750032
1753,147333.25864767368
1754,181645.76353146898
1755,167574.10259528251
1756,127196.00867606074
1757,123820.98889657004
1758,136522.55048643576
1759,163377.62803847462
1760,163807.53146437567
1761,136878.57660974914
1762,175543.84835512834
1763,173743.6276226498
1764,118383.54945422405
1765,155489.649560533
1766,184431.02219593
1767,234253.01419142596
1768,142739.2291739126
1769,176392.34224691204
1770,141590.054356975
1771,125417.62790396306
1772,132954.71473166122
1773,128050.47368022564
1774,137014.01696745344
1775,139668.52171979076
1776,122116.36893840035
1777,122616.72692119224
1778,134833.59945516402
1779,116985.91693151099
1780,170440.15812260346
1781,135860.96469911755
1782,92509.54330064828
1783,139533.18980313063
1784,102741.43520471733
1785,117321.57539711837
1786,149259.9817306826
1787,171340.22685235983
1788,50254.80575657535
1789,98979.15492692297
1790,73178.86551186617
1791,174304.7180701103
1792,153911.8649888784
1793,131957.60137197134
1794,147237.090903866
1795,128137.98657996848
1796,121172.12305453632
1797,105652.37268482403
1798,124936.87470539796
1799,111584.75866049406
1800,132509.21514171947
1801,128675.1230505137
1802,133924.42383624596
1803,148027.77304910772
1804,147635.24235182264
1805,134112.11881065
1806,118428.6927979928
1807,125845.72597479608
1808,120159.40403852769
1809,120141.76981467038
1810,148408.00270876993
1811,96854.49428260794
1812,90580.472737559
1813,123362.40543306786
1814,96564.49146586933
1815,46760.11336026886
1816,92685.21825192061
1817,105118.86491912317
1818,154068.02760710928
1819,132543.6131165666
1820,63492.23836071336
1821,106790.06747574056
1822,143124.51123174955
1823,43755.46261343428
1824,129015.8165448038
1825,136756.12677272037
1826,108126.5618621664
1827,99970.12960543077
1828,142726.48339878884
1829,111583.33552713174
1830,138677.2792523724
1831,145860.77688678002
1832,84577.4042815671
1833,140490.26932011533
1834,117393.07593346157
1835,125368.20162260343
1836,120798.86709828181
1837,90970.80954527836
1838,128328.3343856431
1839,86619.55902417436
1840,155388.04871719595
1841,138454.9355696466
1842,84641.53233336715
1843,129730.40099515146
1844,138683.58710730428
1845,140440.87987867268
